mindate,maxdate,name,datacoverage,id
1986-04-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,0.998,HO33P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,0.9998,HO34A0
1984-01-01,1988-12-01,Highest soil temperature at observation time(cover: bare ground,0.9996,HO34A2
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,1,HO34P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,0.9987,HO35A0
1984-01-01,1989-02-01,Highest soil temperature at observation time(cover: bare ground,1,HO35A2
1984-10-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,1,HO35P0
2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,1,HO36A0
2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: bare ground,0.9998,HO36P0
2006-01-01,2007-06-01,Highest soil temperature at observation time(cover: bare ground,0.8919,HO37A0
2006-03-01,2006-04-01,Highest soil temperature at observation time(cover: bare ground,0.998,HO37P0
1987-04-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO51A0
1987-08-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO51P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO52A0
1988-01-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO52P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO53A0
1987-02-01,2010-12-01,Highest soil temperature at observation time(cover: sod,0.9908,HO53P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO54A0
1984-02-01,2010-12-01,Highest soil temperature at observation time(cover: sod,0.9998,HO54P0
1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO55A0
1987-02-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO55P0
2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO56A0
2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO56P0
2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: sod,1,HO57A0
2006-01-01,2010-09-01,Highest soil temperature at observation time(cover: sod,0.8514,HO57P0
1990-01-01,1990-10-01,Highest soil temperature at observation time(cover: bare muck,1,HO84A0
1984-01-01,1989-02-01,Highest soil temperature at observation time(cover: bare muck,1,HO84A3
1989-03-01,1990-10-01,Highest soil temperature at observation time(cover: bare muck,0.998,HO85A0
1984-01-01,1988-12-01,Highest soil temperature at observation time(cover: bare muck,0.9996,HO85A3
1781-01-04,2018-05-26,Precipitation,1,HPCP
1840-10-24,2018-05-21,Highest snowfall,HSNW
1763-01-01,2018-04-01,Heating degree days,1,HTDD
1763-01-01,2018-05-26,Highest minimum temperature,HTMN
1763-01-01,2018-05-26,Highest maximum temperature,HTMX
1982-01-01,2018-03-01,Highest maximum soil temperature for the month (degrees F),1,HX01
1984-01-01,2009-08-01,Highest maximum soil temperature for the month(cover: unknown,1,HX0190
1982-01-01,2018-03-01,Highest maximum soil temperature for the month (degrees F),1,HX02
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: unknown,1,HX0290
2011-01-01,2012-01-01,Highest maximum soil temperature for the month(cover: unknown,0.998,HX0299
1982-01-01,2018-03-01,Highest maximum soil temperature for the month (degrees F),1,HX03
1984-01-01,2009-12-01,Highest maximum soil temperature for the month(cover: unknown,1,HX0390
1982-01-01,2018-03-01,Highest maximum soil temperature for the month (degrees F),1,HX04
1982-01-01,2018-03-01,Highest maximum soil temperature for the month (degrees F),0.9997,HX05
1982-01-01,2018-03-01,Highest maximum soil temperature for the month (degrees F),0.9997,HX06
1982-06-01,2018-01-01,Highest maximum soil temperature for the month (degrees F),0.9997,HX07
1982-06-01,2018-01-01,Highest maximum soil temperature for the month (degrees F),0.97,HX08
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: grass,0.9819,HX1190
1984-01-01,1985-07-01,Highest maximum soil temperature for the month(cover: grass,1,HX1191
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: grass,1,HX1290
1984-01-01,1989-07-01,Highest maximum soil temperature for the month(cover: grass,0.8807,HX1291
2011-01-01,2012-09-01,Highest maximum soil temperature for the month(cover: grass,1,HX1299
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: grass,0.998,HX1390
1984-01-01,1989-07-01,Highest maximum soil temperature for the month(cover: grass,0.8658,HX1391
2011-01-01,2011-01-01,Highest maximum soil temperature for the month(cover: grass,0.9819,HX1399
2009-03-01,2010-12-01,Highest maximum soil temperature for the month(cover: grass,0.998,HX1490
2011-01-01,2011-02-01,Highest maximum soil temperature for the month(cover: grass,1,HX1499
2011-08-01,2012-06-01,Highest maximum soil temperature for the month(cover: grass,0.9994,HX1599
2011-08-01,2012-06-01,Highest maximum soil temperature for the month(cover: grass,0.9994,HX1799
1989-08-01,2010-12-01,Highest maximum soil temperature for the month(cover: fallow,0.9338,HX2190
1984-01-01,1988-12-01,Highest maximum soil temperature for the month(cover: fallow,0.8663,HX2192
1990-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: fallow,0.9326,HX2290
1984-01-01,1989-07-01,Highest maximum soil temperature for the month(cover: fallow,0.8509,HX2292
1989-08-01,2010-12-01,Highest maximum soil temperature for the month(cover: fallow,0.9338,HX2390
1984-01-01,1988-12-01,Highest maximum soil temperature for the month(cover: fallow,0.6497,HX2392
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3190
1984-01-01,1988-12-01,Highest maximum soil temperature for the month(cover: bare ground,0.9996,HX3192
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3199
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3290
1984-01-01,1989-02-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3292
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3299
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3390
1984-01-01,1988-12-01,Highest maximum soil temperature for the month(cover: bare ground,0.9996,HX3392
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3399
2004-08-01,2010-12-01,Highest maximum soil temperature for the month(cover: bare ground,0.9989,HX3490
2011-01-01,2011-09-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3499
2004-08-01,2010-12-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3590
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3599
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: bare ground,1,HX3699
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: sod,0.9998,HX5190
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: sod,1,HX5199
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: sod,1,HX5290
1984-01-01,1988-12-01,Highest maximum soil temperature for the month(cover: sod,0.9996,HX5291
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: sod,1,HX5299
1984-01-01,2010-12-01,Highest maximum soil temperature for the month(cover: sod,1,HX5390
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: sod,1,HX5399
2002-03-01,2010-12-01,Highest maximum soil temperature for the month(cover: sod,0.998,HX5490
2011-01-01,2011-12-01,Highest maximum soil temperature for the month(cover: sod,1,HX5499
2002-03-01,2009-02-01,Highest maximum soil temperature for the month(cover: sod,0.998,HX5590
2011-01-01,2015-11-01,Highest maximum soil temperature for the month(cover: sod,1,HX5599
2012-09-01,2015-11-01,Highest maximum soil temperature for the month(cover: sod,1,HX5699
1984-01-01,1996-11-01,Highest maximum soil temperature for the month(cover: straw mulch,0.9812,HX6190
1989-03-01,1990-10-01,Highest maximum soil temperature for the month(cover: grass muck,0.998,HX7290
1984-01-01,1988-12-01,Highest maximum soil temperature for the month(cover: grass muck,0.9996,HX7293
1989-03-01,1990-10-01,Highest maximum soil temperature for the month(cover: bare muck,0.998,HX8190
1984-01-01,1988-12-01,Highest maximum soil temperature for the month(cover: bare muck,0.9996,HX8193
1990-01-01,1990-10-01,Highest maximum soil temperature for the month(cover: bare muck,1,HX8290
1984-01-01,1989-02-01,Highest maximum soil temperature for the month(cover: bare muck,1,HX8293
1990-01-01,1990-10-01,Highest maximum soil temperature for the month(cover: bare muck,1,HX8390
1984-01-01,1989-02-01,Highest maximum soil temperature for the month(cover: bare muck,1,HX8393
2010-01-01,2010-01-01,Long-term averages of summer cooling degree days with base 45F,1,JJA-CLDD-BASE45
2010-01-01,2010-01-01,Long-term averages of summer cooling degree days with base 50F,1,JJA-CLDD-BASE50
2010-01-01,2010-01-01,Long-term averages of summer cooling degree days with base 55F,1,JJA-CLDD-BASE55
2010-01-01,2010-01-01,Long-term averages of summer cooling degree days with base 57F,1,JJA-CLDD-BASE57
2010-01-01,2010-01-01,Long-term averages of summer cooling degree days with base 60F,1,JJA-CLDD-BASE60
2010-01-01,2010-01-01,Long-term averages of summer cooling degree days with base 70F,1,JJA-CLDD-BASE70
2010-01-01,2010-01-01,Long-term averages of summer cooling degree days with base 72F,1,JJA-CLDD-BASE72
2010-01-01,2010-01-01,Long-term averages of summer cooling degree days with base 65F,1,JJA-CLDD-NORMAL
2010-01-01,2010-01-01,Long-term averages of summer diurnal temperature range,1,JJA-DUTR-NORMAL
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 40F,1,JJA-GRDD-BASE40
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 45F,1,JJA-GRDD-BASE45
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 50F,1,JJA-GRDD-BASE50
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 55F,1,JJA-GRDD-BASE55
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 57F,1,JJA-GRDD-BASE57
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 60F,1,JJA-GRDD-BASE60
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 65F,1,JJA-GRDD-BASE65
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 70F,1,JJA-GRDD-BASE70
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with base 72F,1,JJA-GRDD-BASE72
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with truncated bases 48F and 86F,1,JJA-GRDD-TB4886
2010-01-01,2010-01-01,Long-term averages of summer growing degree days with truncated bases 50F and 86F,1,JJA-GRDD-TB5086
2010-01-01,2010-01-01,Long-term averages of summer heating degree days with base 40F,1,JJA-HTDD-BASE40
2010-01-01,2010-01-01,Long-term averages of summer heating degree days with base 45F,1,JJA-HTDD-BASE45
2010-01-01,2010-01-01,Long-term averages of summer heating degree days with base 50F,1,JJA-HTDD-BASE50
2010-01-01,2010-01-01,Long-term averages of summer heating degree days with base 55F,1,JJA-HTDD-BASE55
2010-01-01,2010-01-01,Long-term averages of summer heating degree days with base 57F,1,JJA-HTDD-BASE57
2010-01-01,2010-01-01,Long-term averages of summer heating degree days with base 60F,1,JJA-HTDD-BASE60
2010-01-01,2010-01-01,Long-term averages of summer heating degree days with base 65F,1,JJA-HTDD-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with precipitation >= 0.01 inches,1,JJA-PRCP-AVGNDS-GE001HI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with precipitation >= 0.10 inches,1,JJA-PRCP-AVGNDS-GE010HI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with precipitation >= 0.50 inches,1,JJA-PRCP-AVGNDS-GE050HI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with precipitation >= 1.00 inches,1,JJA-PRCP-AVGNDS-GE100HI
2010-01-01,2010-01-01,Long-term averages of seasonal precipitation totals for June-August,1,JJA-PRCP-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snowfall >= 0.1 inches,1,JJA-SNOW-AVGNDS-GE001TI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snowfall >= 1.0 inches,1,JJA-SNOW-AVGNDS-GE010TI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snowfall >= 3.0 inches,1,JJA-SNOW-AVGNDS-GE030TI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snowfall >= 5.0 inches,1,JJA-SNOW-AVGNDS-GE050TI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snowfall >= 10.0 inches,1,JJA-SNOW-AVGNDS-GE100TI
2010-01-01,2010-01-01,Long-term averages of seasonal snowfall totals for June-August,1,JJA-SNOW-NORMAL
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snow depth >= 1 inch,1,JJA-SNWD-AVGNDS-GE001WI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snow depth >= 3 inches,1,JJA-SNWD-AVGNDS-GE003WI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snow depth >= 5 inches,1,JJA-SNWD-AVGNDS-GE005WI
2010-01-01,2010-01-01,Long-term averages of number of days during June-August with snow depth >= 10 inches,1,JJA-SNWD-AVGNDS-GE010WI
2010-01-01,2010-01-01,Long-term averages of summer average temperature,1,JJA-TAVG-NORMAL
2010-01-01,2010-01-01,Long-term average number of days per summer where tmax is greater than or equal to 40F,1,JJA-TMAX-AVGNDS-GRTH040
2010-01-01,2010-01-01,Long-term average number of days per summer where tmax is greater than or equal to 50F,1,JJA-TMAX-AVGNDS-GRTH050
2010-01-01,2010-01-01,Long-term average number of days per summer where tmax is greater than or equal to 60F,1,JJA-TMAX-AVGNDS-GRTH060
2010-01-01,2010-01-01,Long-term average number of days per summer where tmax is greater than or equal to 70F,1,JJA-TMAX-AVGNDS-GRTH070
2010-01-01,2010-01-01,Long-term average number of days per summer where tmax is greater than or equal to 80F,1,JJA-TMAX-AVGNDS-GRTH080
2010-01-01,2010-01-01,Long-term average number of days per summer where tmax is greater than or equal to 90F,1,JJA-TMAX-AVGNDS-GRTH090
2010-01-01,2010-01-01,Long-term average number of days per summer where tmax is greater than or equal to 100F,1,JJA-TMAX-AVGNDS-GRTH100
2010-01-01,2010-01-01,Long-term average number of days per summer where tmax is less than or equal to 32F,1,JJA-TMAX-AVGNDS-LSTH032
2010-01-01,2010-01-01,Long-term averages of summer maximum temperature,1,JJA-TMAX-NORMAL
2010-01-01,2010-01-01,Long-term average number of days per summer where tmin is less than or equal to 0F,1,JJA-TMIN-AVGNDS-LSTH000
2010-01-01,2010-01-01,Long-term average number of days per summer where tmin is less than or equal to 10F,1,JJA-TMIN-AVGNDS-LSTH010
2010-01-01,2010-01-01,Long-term average number of days per summer where tmin is less than or equal to 20F,1,JJA-TMIN-AVGNDS-LSTH020
2010-01-01,2010-01-01,Long-term average number of days per summer where tmin is less than or equal to 32F,1,JJA-TMIN-AVGNDS-LSTH032
2010-01-01,2010-01-01,Long-term average number of days per summer where tmin is less than or equal to 40F,1,JJA-TMIN-AVGNDS-LSTH040
2010-01-01,2010-01-01,Long-term average number of days per summer where tmin is less than or equal to 50F,1,JJA-TMIN-AVGNDS-LSTH050
2010-01-01,2010-01-01,Long-term average number of days per summer where tmin is less than or equal to 60F,1,JJA-TMIN-AVGNDS-LSTH060
2010-01-01,2010-01-01,Long-term average number of days per summer where tmin is less than or equal to 70F,1,JJA-TMIN-AVGNDS-LSTH070
2010-01-01,2010-01-01,Long-term averages of summer minimum temperature,1,JJA-TMIN-NORMAL
1982-01-01,2018-03-01,Lowest minimum soil temperature for the month (degrees F),1,LN01
1984-01-01,2009-08-01,Lowest minimum soil temperature for the month(cover: unknown,1,LN0190
1982-01-01,2018-03-01,Lowest minimum soil temperature for the month (degrees F),1,LN02
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: unknown,1,LN0290
2011-01-01,2012-01-01,Lowest minimum soil temperature for the month(cover: unknown,0.998,LN0299
1982-01-01,2018-03-01,Lowest minimum soil temperature for the month (degrees F),1,LN03
1984-01-01,2009-12-01,Lowest minimum soil temperature for the month(cover: unknown,1,LN0390
1982-01-01,2018-03-01,Lowest minimum soil temperature for the month (degrees F),1,LN04
1982-01-01,2018-03-01,Lowest minimum soil temperature for the month (degrees F),0.9997,LN05
1982-01-01,2018-03-01,Lowest minimum soil temperature for the month (degrees F),0.9997,LN06
1982-06-01,2018-01-01,Lowest minimum soil temperature for the month (degrees F),0.9898,LN07
1982-06-01,2018-01-01,Lowest minimum soil temperature for the month (degrees F),0.97,LN08
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: grass,0.9819,LN1190
1984-01-01,1985-07-01,Lowest minimum soil temperature for the month(cover: grass,1,LN1191
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: grass,1,LN1290
1984-01-01,1989-07-01,Lowest minimum soil temperature for the month(cover: grass,0.8807,LN1291
2011-01-01,2012-09-01,Lowest minimum soil temperature for the month(cover: grass,1,LN1299
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: grass,0.998,LN1390
1984-01-01,1989-07-01,Lowest minimum soil temperature for the month(cover: grass,0.8658,LN1391
2011-01-01,2011-01-01,Lowest minimum soil temperature for the month(cover: grass,0.9819,LN1399
2010-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: grass,1,LN1490
2011-01-01,2011-01-01,Lowest minimum soil temperature for the month(cover: grass,0.9819,LN1499
1990-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: fallow,0.9326,LN2190
1984-01-01,1989-07-01,Lowest minimum soil temperature for the month(cover: fallow,0.8807,LN2192
1990-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: fallow,0.9286,LN2290
1984-01-01,1989-07-01,Lowest minimum soil temperature for the month(cover: fallow,0.8807,LN2292
1990-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: fallow,0.9326,LN2390
1984-01-01,1989-07-01,Lowest minimum soil temperature for the month(cover: fallow,0.6867,LN2392
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3190
1984-01-01,1988-12-01,Lowest minimum soil temperature for the month(cover: bare ground,0.9996,LN3192
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3199
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3290
1984-01-01,1988-12-01,Lowest minimum soil temperature for the month(cover: bare ground,0.9996,LN3292
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3299
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3390
1984-01-01,1988-12-01,Lowest minimum soil temperature for the month(cover: bare ground,0.9829,LN3392
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3399
2004-08-01,2010-12-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3490
2011-01-01,2011-09-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3499
2004-08-01,2010-12-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3590
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3599
2006-04-01,2006-04-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3690
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: bare ground,1,LN3699
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: sod,0.9998,LN5190
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5199
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5290
1984-01-01,1989-02-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5291
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5299
1984-01-01,2010-12-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5390
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5399
2002-03-01,2010-12-01,Lowest minimum soil temperature for the month(cover: sod,0.998,LN5490
2011-01-01,2011-12-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5499
2002-03-01,2009-02-01,Lowest minimum soil temperature for the month(cover: sod,0.998,LN5590
2011-01-01,2015-11-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5599
2012-09-01,2015-11-01,Lowest minimum soil temperature for the month(cover: sod,1,LN5699
1984-01-01,1993-01-01,Lowest minimum soil temperature for the month(cover: straw mulch,0.9812,LN6190
1990-01-01,1990-10-01,Lowest minimum soil temperature for the month(cover: grass muck,1,LN7290
1984-01-01,1989-02-01,Lowest minimum soil temperature for the month(cover: grass muck,1,LN7293
1989-03-01,1990-10-01,Lowest minimum soil temperature for the month(cover: bare muck,0.998,LN8190
1984-01-01,1988-12-01,Lowest minimum soil temperature for the month(cover: bare muck,0.9996,LN8193
1990-01-01,1990-10-01,Lowest minimum soil temperature for the month(cover: bare muck,1,LN8290
1984-01-01,1989-02-01,Lowest minimum soil temperature for the month(cover: bare muck,1,LN8293
1990-01-01,1990-10-01,Lowest minimum soil temperature for the month(cover: bare muck,1,LN8390
1984-01-01,1989-02-01,Lowest minimum soil temperature for the month(cover: bare muck,1,LN8393
1984-01-01,2007-12-01,Lowest soil temperature at observation time(cover: unknown,1,LO01A0
1984-01-01,2009-04-01,Lowest soil temperature at observation time(cover: unknown,1,LO01P0
1984-01-01,1984-12-01,Lowest soil temperature at observation time(cover: unknown,0.998,LO01P1
1985-01-01,1989-06-01,Lowest soil temperature at observation time(cover: unknown,0.7229,LO01P2
1984-01-01,2007-12-01,Lowest soil temperature at observation time(cover: unknown,1,LO02A0
1984-01-01,2009-04-01,Lowest soil temperature at observation time(cover: unknown,1,LO02P0
1985-01-01,1985-12-01,Lowest soil temperature at observation time(cover: unknown,1,LO02P1
1984-01-01,1989-06-01,Lowest soil temperature at observation time(cover: unknown,0.5912,LO02P2
1984-01-01,2006-12-01,Lowest soil temperature at observation time(cover: unknown,1,LO03A0
1984-01-01,2009-04-01,Lowest soil temperature at observation time(cover: unknown,1,LO03P0
1984-01-01,1986-12-01,Lowest soil temperature at observation time(cover: unknown,0.972,LO03P1
1988-01-01,1989-06-01,Lowest soil temperature at observation time(cover: unknown,0.8903,LO03P2
1984-01-01,2007-06-01,Lowest soil temperature at observation time(cover: unknown,1,LO04A0
1984-01-01,2009-12-01,Lowest soil temperature at observation time(cover: unknown,1,LO04P0
1985-01-01,1989-06-01,Lowest soil temperature at observation time(cover: unknown,0.3151,LO04P1
1984-01-01,1988-12-01,Lowest soil temperature at observation time(cover: unknown,0.5664,LO04P2
1984-01-01,2009-08-01,Lowest soil temperature at observation time(cover: unknown,1,LO05A0
1984-01-01,2009-12-01,Lowest soil temperature at observation time(cover: unknown,1,LO05P0
1984-01-01,1984-12-01,Lowest soil temperature at observation time(cover: unknown,0.998,LO05P1
1985-01-01,1989-06-01,Lowest soil temperature at observation time(cover: unknown,0.7229,LO05P2
2006-01-01,2009-04-01,Lowest soil temperature at observation time(cover: unknown,0.9762,LO07P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,1,LO11A0
2004-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,1,LO11P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,1,LO12A0
1992-04-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,0.9999,LO12P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,0.9999,LO13A0
2000-06-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,0.9992,LO13P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,0.9999,LO14A0
1984-01-01,1985-07-01,Lowest soil temperature at observation time(cover: grass,1,LO14A1
2000-06-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,0.9996,LO14P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,1,LO15A0
1984-01-01,1985-07-01,Lowest soil temperature at observation time(cover: grass,1,LO15A1
2000-06-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,0.8458,LO15P0
2006-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,1,LO16A0
2007-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,0.9998,LO16P0
2006-01-01,2010-12-01,Lowest soil temperature at observation time(cover: grass,0.998,LO17A0
2006-01-01,2010-06-01,Lowest soil temperature at observation time(cover: grass,0.7971,LO17P0
1984-01-01,1984-10-01,Lowest soil temperature at observation time(cover: fallow,0.998,LO21A0
1984-01-01,1984-10-01,Lowest soil temperature at observation time(cover: fallow,0.998,LO22A0
1984-01-01,1984-10-01,Lowest soil temperature at observation time(cover: fallow,0.998,LO23A0
1984-01-01,1984-10-01,Lowest soil temperature at observation time(cover: fallow,0.998,LO24A0
1984-01-01,1984-10-01,Lowest soil temperature at observation time(cover: fallow,0.998,LO25A0
1984-09-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,1,LO31A0
1985-04-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,0.998,LO31P0
1984-09-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,1,LO32A0
1985-04-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,0.9956,LO32P0
1984-09-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,1,LO33A0
1986-04-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,0.998,LO33P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,0.9998,LO34A0
1984-01-01,1988-12-01,Lowest soil temperature at observation time(cover: bare ground,0.9996,LO34A2
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,1,LO34P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,0.9987,LO35A0
1984-01-01,1989-02-01,Lowest soil temperature at observation time(cover: bare ground,1,LO35A2
1984-10-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,1,LO35P0
2006-01-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,1,LO36A0
2006-01-01,2010-12-01,Lowest soil temperature at observation time(cover: bare ground,0.9303,LO36P0
2006-01-01,2007-06-01,Lowest soil temperature at observation time(cover: bare ground,0.8919,LO37A0
2006-03-01,2006-04-01,Lowest soil temperature at observation time(cover: bare ground,0.998,LO37P0
1988-04-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO51A0
1987-04-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO51P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO52A0
1987-03-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO52P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO53A0
1987-02-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO53P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO54A0
1984-02-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,0.9998,LO54P0
1984-01-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO55A0
1987-02-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO55P0
2006-01-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO56A0
2006-01-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,0.9998,LO56P0
2006-01-01,2010-12-01,Lowest soil temperature at observation time(cover: sod,1,LO57A0
2006-01-01,2010-09-01,Lowest soil temperature at observation time(cover: sod,0.8514,LO57P0
1989-03-01,1990-10-01,Lowest soil temperature at observation time(cover: bare muck,0.998,LO84A0
1984-01-01,1988-12-01,Lowest soil temperature at observation time(cover: bare muck,0.9996,LO84A3
1990-01-01,1990-10-01,Lowest soil temperature at observation time(cover: bare muck,1,LO85A0
