elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
1615.4,1948-04-01,2015-11-01,32.0061,"CHIRICAHUA NATIONAL MONUMENT, AZ US",0.9618,COOP:021664,METERS,-109.3572

1225.9,1965-04-01,1965-12-01,35.41667,"CHLORIDE, AZ US",0.9961,COOP:021680,METERS,-114.2

1517.9,1931-01-01,2014-01-01,34.0375,"CIBECUE, AZ US",0.8787,COOP:021749,METERS,-110.4875

1926.3,1971-10-01,1987-09-01,34.38333,"CLAY SPRINGS, AZ US",0.9323,COOP:021760,METERS,-110.31667

1072.9,1931-01-01,2009-09-01,33.0561,"CLIFTON, AZ US",0.9662,COOP:021849,METERS,-109.3072

1304.8,1978-06-01,1981-01-01,33.28333,"CLIFTON 17 NE, AZ US",0.0161,COOP:021852,METERS,-109.2

1274.1,1948-07-01,2014-01-01,32.0588,"COCHISE 4 SSE, AZ US",0.9731,COOP:021870,METERS,-109.8908

1447.8,1944-03-01,1948-12-01,31.95,"COCHISE STRONGHOLD, AZ US",0.9646,COOP:021874,METERS,-109.95

1509.1,1931-01-01,1943-07-01,31.95,"COCHISE STRONGHOLD 1, AZ US",0.8678,COOP:021875,METERS,-109.95

1524.3,1963-07-01,2012-12-01,36.9935,"COLORADO CITY, AZ US",0.9342,COOP:021920,METERS,-112.9719

921.1,1970-01-01,1980-05-01,34.16667,"CONGRESS, AZ US",1,COOP:022020,METERS,-112.86667

1946.1,1939-04-01,1976-12-01,36.63333,"COPPER MINE TRADING, AZ US",0.9932,COOP:022099,METERS,-111.41667

1149.4,1931-01-01,2015-11-01,34.305,"CORDES, AZ US",0.9932,COOP:022109,METERS,-112.165

1692.9,1955-07-01,1960-02-01,31.36667,"CORONADO NATIONAL MONUMT, AZ US",0.9997,COOP:022139,METERS,-110.28333

1597.8,1960-02-01,2015-11-01,31.3455,"CORONADO NATIONAL MEMORIAL HDQTRS, AZ US",0.9851,COOP:022140,METERS,-110.2541

691.9,1945-03-01,1976-09-01,32.33333,"CORTARO 3 SW, AZ US",0.9841,COOP:022159,METERS,-111.11667

1024.1,1931-01-01,1977-06-01,34.75,"COTTONWOOD, AZ US",0.724,COOP:022193,METERS,-112.03333

1845,1956-10-01,1958-12-01,36.06667,"COTTONWOOD INDIAN SC, AZ US",0.9998,COOP:022197,METERS,-109.88333

798.9,1956-02-01,1963-12-01,32.15,"COVERED WELLS 1 E, AZ US",0.8738,COOP:022216,METERS,-112.15

1738.9,1965-06-01,1970-05-01,36.41667,"COW SPRINGS TRADING, AZ US",0.9001,COOP:022246,METERS,-110.85

1804.4,1931-01-01,2014-01-01,34.2097,"CROWN KING, AZ US",0.9909,COOP:022329,METERS,-112.3453

136.9,1952-04-01,1968-10-01,32.8,"DATELAND, AZ US",0.9195,COOP:022430,METERS,-113.53333

158.5,1972-06-01,2010-05-01,32.9711,"DATELAND WHITEWING RANCH, AZ US",0.8882,COOP:022434,METERS,-113.498

200.9,1954-04-01,1977-07-01,35.2,"DAVIS DAM NUMBER 2, AZ US",0.9999,COOP:022439,METERS,-114.56667

200.9,1948-03-01,1954-03-01,35.2,"DAVIS DAM NUMBER 2, AZ US",1,COOP:022440,METERS,-114.56667

383.1,1950-02-01,1985-01-01,33.58333,"DEER VALLEY, AZ US",0.9881,COOP:022462,METERS,-112.08333

828.8,2010-02-01,2015-11-01,32.2844,"DESTINY RANCH, AZ US",0.9722,COOP:022480,METERS,-110.7313

1097.9,1952-07-01,1956-12-01,35.88333,"DIAMOND BAR RANCH, AZ US",0.9807,COOP:022525,METERS,-114

1674,1999-08-01,2015-11-01,35.2948,"DIAMOND M RANCH, AZ US",0.9949,COOP:022527,METERS,-113.3665

1524.9,1950-11-01,1950-11-01,35.38333,"DILKON, AZ US",1,COOP:022536,METERS,-110.31667

1531,1950-07-01,1974-12-01,36.85,"DINNEHOTSO, AZ US",0.6972,COOP:022545,METERS,-109.85

1556,1951-10-01,1975-04-01,32.16667,"DOS CABEZAS 1 SE, AZ US",1,COOP:022648,METERS,-109.6

1231.4,1948-01-01,2015-11-01,31.345,"DOUGLAS, AZ US",0.6577,COOP:022659,METERS,-109.5394

1251.2,1948-04-01,2015-11-01,31.4583,"DOUGLAS BISBEE INL AIRPORT, AZ US",1,COOP:022664,METERS,-109.6061

1211,1931-01-01,1973-03-01,31.35,"DOUGLAS SMELTER, AZ US",1,COOP:022669,METERS,-109.58333

1417.9,1954-01-01,1962-04-01,34.96667,"DRAKE R S, AZ US",1,COOP:022705,METERS,-112.38333

1232,1960-01-01,1972-11-01,34.35,"DUGAS 2 SE, AZ US",1,COOP:022742,METERS,-111.95

1115.6,1941-05-01,2015-11-01,32.748,"DUNCAN, AZ US",0.9888,COOP:022754,METERS,-109.1213

1556,1931-01-01,1973-09-01,33.4,"EAGLE CREEK, AZ US",0.9766,COOP:022779,METERS,-109.48333

1484.4,1973-11-01,1989-06-01,33.35,"EAGLE CREEK 2, AZ US",0.9577,COOP:022781,METERS,-109.48333

462.7,2002-08-01,2015-11-01,33.4191,"EAST MESA, AZ US",0.9813,COOP:022782,METERS,-111.6444

98.1,1941-11-01,1977-01-01,33.6,"EHRENBERG, AZ US",0.9881,COOP:022787,METERS,-114.53333

141.7,1977-02-01,2015-11-01,33.6133,"EHRENBERG 2 E, AZ US",0.9186,COOP:022790,METERS,-114.4706

1495,1931-01-01,1970-01-01,31.73333,"ELGIN 5 N, AZ US",0.9978,COOP:022797,METERS,-110.53333

348.1,1955-03-01,1955-09-01,33.63333,"EL MIRAGE, AZ US",0.7112,COOP:022804,METERS,-112.31667

470.9,1951-06-01,2005-09-01,32.78194,"ELOY 4 NE, AZ US",0.9555,COOP:022807,METERS,-111.51861

1174.1,1931-01-01,1973-07-01,31.71667,"FAIRBANK 1 S, AZ US",0.9237,COOP:022902,METERS,-110.18333

402.9,1942-06-01,1976-09-01,33.43333,"FALCON FIELD, AZ US",0.9126,COOP:022927,METERS,-111.75

2110.1,1948-07-01,1951-03-08,35.2,"FLAGSTAFF WEATHER BUREAU CITY, AZ US",0.8614,COOP:023007,METERS,-111.66667

2171.7,1984-05-01,2015-11-01,35.1611,"FLAGSTAFF 4 SW, AZ US",0.9921,COOP:023009,METERS,-111.7311

2134.5,1950-01-01,2015-11-01,35.1441,"FLAGSTAFF PULLIAM AIRPORT, AZ US",1,COOP:023010,METERS,-111.6663

1958-09-08,1958-09-08,35.2,"FLAGSTAFF A, AZ US",0.1538,COOP:023011,-111.6

426.7,1931-01-01,2009-02-01,33.0363,"FLORENCE, AZ US",0.983,COOP:023027,METERS,-111.388

573.9,1968-01-01,1982-10-01,33.28333,"FLORENCE JUNCTION, AZ US",0.0092,COOP:023035,METERS,-111.36667

1549,1948-01-01,1958-12-01,31.4,"FLYING H RANCH, AZ US",0.9318,COOP:023071,METERS,-110.23333

1861.1,1947-10-01,1971-05-01,34.15,"FORESTDALE, AZ US",0.9613,COOP:023082,METERS,-110.1

2104.9,1931-01-01,1948-12-01,35.75,"FORT DEFIANCE, AZ US",0.9768,COOP:023102,METERS,-109.08333

1478.3,1931-01-01,2014-12-01,32.623,"FORT GRANT, AZ US",0.5912,COOP:023110,METERS,-109.9427

1438.4,1954-09-01,1981-12-01,31.58833,"FORT HUACHUCA SIERRA VISTA MUNICIPAL AIRPORT, AZ US",0.9999,COOP:023120,METERS,-110.34417

816.9,1958-12-01,1966-05-01,33.03333,"FORT THOMAS, AZ US",0.9887,COOP:023144,METERS,-109.95

864.1,1966-01-01,2015-11-01,33.0094,"FORT THOMAS 2 SW, AZ US",0.9784,COOP:023150,METERS,-109.9855

2239.4,1909-02-01,2015-11-01,35.2681,"FORT VALLEY, AZ US",0.9805,COOP:023160,METERS,-111.7428

1302.1,1934-04-01,1970-12-01,34.41667,"FOSSIL SPRINGS, AZ US",0.9818,COOP:023185,METERS,-111.56667

481.6,1979-10-01,2015-11-01,33.6027,"FOUNTAIN HILLS, AZ US",0.9839,COOP:023190,METERS,-111.713

1421,1937-03-01,2010-11-01,36.9415,"FREDONIA, AZ US",0.5853,COOP:023250,METERS,-112.5259

1129,1931-01-01,1942-08-01,31.81667,"FRESNAL RANCH SCHOOL, AZ US",0.8858,COOP:023253,METERS,-111.53333

1318,1940-05-01,1980-06-01,33.33333,"FRITZ RANCH, AZ US",0.9772,COOP:023258,METERS,-109.18333

1932.4,1931-01-01,2015-11-01,35.7088,"GANADO, AZ US",0.9716,COOP:023303,METERS,-109.5539

224,1931-01-01,2015-11-01,32.9481,"GILA BEND, AZ US",0.9736,COOP:023393,METERS,-112.7131

220.1,1944-02-01,1966-12-01,32.95,"GILA BEND AVIATION, AZ US",0.9964,COOP:023398,METERS,-112.71667

883.9,1931-01-01,2015-11-01,34.1111,"GISELA, AZ US",0.9853,COOP:023448,METERS,-111.2758

1112.5,1931-01-01,1975-06-01,33.3767,"GLOBE, AZ US",0.9982,COOP:023498,METERS,-110.7711

1091.2,1975-08-01,2008-12-01,33.3949,"GLOBE 2, AZ US",0.3815,COOP:023500,METERS,-110.7827

1115.6,2009-03-01,2015-11-01,33.3947,"GLOBE NUMBER 3, AZ US",0.9998,COOP:023501,METERS,-110.7933

1112.5,1981-03-01,2006-06-01,33.3767,"GLOBE, AZ US",0.9737,COOP:023505,METERS,-110.7711

352,1931-01-01,1960-08-01,33.3814,"SOUTH PHOENIX, AZ US",0.9747,COOP:023573,METERS,-112.07

2106.8,1948-01-01,1957-09-01,36.05,"GRAND CANYON, AZ US",0.9783,COOP:023581,METERS,-112.133333

2158.9,2011-01-01,2015-11-01,36.0597,"GRAND CANYON VISITOR CENTER, AZ US",1,COOP:023582,METERS,-112.1098

2279.9,2011-01-01,2015-11-01,36.0353,"GRAND CANYON EAST ENTRANCE, AZ US",1,COOP:023584,METERS,-111.8304

2126,1913-04-01,1967-04-01,36.05,"GRAND CANYON AIRWAYS, AZ US",0.4761,COOP:023586,METERS,-112.13333

1158.8,2010-05-01,2013-12-01,36.0757,"GRAND CANYON GARDEN CREEK, AZ US",0.9533,COOP:023589,METERS,-112.1292

2100.1,1903-10-01,1957-08-01,36.05,"GRAND CANYON HEADQUARTERS, AZ US",0.9984,COOP:023591,METERS,-112.13333

2119.9,1957-08-01,1977-07-01,36.05,"GRAND CANYON NATIONAL PARK, AZ US",0.9958,COOP:023595,METERS,-112.13333

2068.1,1976-05-01,2011-12-01,36.0527,"GRAND CANYON NATIONAL PARK 2, AZ US",0.9579,COOP:023596,METERS,-112.1502

402.9,1931-01-01,1979-09-01,33.51667,"GRANITE REEF DAM, AZ US",0.9676,COOP:023621,METERS,-111.7

2073.9,1955-04-01,1975-08-01,33.2,"GRANVILLE, AZ US",0.9958,COOP:023635,METERS,-109.38333

677,1943-06-01,1950-12-01,33.63333,"GRAPEVINE, AZ US",0.9996,COOP:023643,METERS,-111.05

1498.1,1956-08-01,1962-04-01,35.73333,"GRAY MOUNTAIN TRADIN POST, AZ US",0.9857,COOP:023663,METERS,-111.48333

883.9,1988-05-01,2015-11-01,31.893,"GREEN VALLEY, AZ US",0.9396,COOP:023668,METERS,-110.9977

2522.2,1946-11-01,2011-12-01,34.0219,"GREER, AZ US",0.9207,COOP:023683,METERS,-109.4519

2030,1950-01-01,1954-06-01,33.25,"GREYS PEAK MNTC YD, AZ US",0.7785,COOP:023697,METERS,-109.38333

2030,1975-09-01,1981-12-01,33.25,"GREYS PEAK MNTC YD, AZ US",0.9997,COOP:023698,METERS,-109.38333

353.6,1950-02-01,1990-03-01,33.5,"GRIGGS 3 W, AZ US",0.9939,COOP:023702,METERS,-112.48333

1861.1,1942-07-01,1976-07-01,34.48333,"GROOM CREEK, AZ US",0.9632,COOP:023713,METERS,-112.45

1092.1,1948-01-01,1959-02-01,35.36667,"HACKBERRY, AZ US",1,COOP:023788,METERS,-113.73333

1129,1959-01-01,1970-08-01,35.35,"HACKBERRY 2 SE, AZ US",0.0166,COOP:023790,METERS,-113.68333

2279.9,1969-05-01,2015-11-01,34.7433,"HAPPY JACK RANGER STATION, AZ US",0.9892,COOP:023828,METERS,-111.4139

371.9,1952-04-01,1979-12-01,33.53333,"HARQUAHALA PLAINS, AZ US",0.9189,COOP:023852,METERS,-113.16667

2493.3,1967-11-01,1988-08-01,33.98333,"HAWLEY LAKE, AZ US",0.9919,COOP:023926,METERS,-109.75

1983,1948-01-01,1950-07-01,34.38333,"HEBER, AZ US",1,COOP:023958,METERS,-110.58333

2008.6,1950-08-01,2015-11-01,34.3925,"HEBER BLACK MESA RANGER STATION, AZ US",0.9936,COOP:023961,METERS,-110.558

982.1,1940-11-01,1954-07-01,31.95,"HELMET PEAK, AZ US",0.6729,COOP:023973,METERS,-111.05

1110.1,1948-02-01,1950-01-01,31.91667,"HELMET PEAK RUBY STATION, AZ US",0.9993,COOP:023975,METERS,-111.08333

1311.9,1931-01-01,1950-04-02,31.86667,"HELVETIA SANTA RITA, AZ US",1,COOP:023981,METERS,-110.78333

1708.1,1931-01-01,1940-04-01,33.81667,"HENRYS CAMP, AZ US",0.9021,COOP:023987,METERS,-109.8

1534.1,1950-03-01,1950-10-01,31.4,"HEREFORD 8 SW, AZ US",0.9939,COOP:023996,METERS,-110.23333

1174.1,1940-06-01,1954-12-01,34.41667,"HILLSIDE, AZ US",0.7599,COOP:024049,METERS,-112.91667

1011.9,1955-01-01,1997-12-01,34.47,"HILLSIDE 4 NNE, AZ US",0.9903,COOP:024053,METERS,-112.88806

1738.9,1940-01-01,1948-08-01,33.61667,"HILLTOP, AZ US",0.9518,COOP:024069,METERS,-110.4

1549.9,1931-01-01,2010-09-01,34.9094,"HOLBROOK, AZ US",0.9823,COOP:024089,METERS,-110.1544

615.7,1948-03-01,2015-08-01,33.9825,"HORSESHOE DAM, AZ US",0.9778,COOP:024182,METERS,-111.7138

1772.1,1957-06-01,1957-11-01,35.28333,"HOUCK 2 W, AZ US",0.998,COOP:024228,METERS,-109.23333

1641,1948-08-01,1957-04-01,36.73333,"HOUSE ROCK, AZ US",0.3525,COOP:024240,METERS,-112.05

52.1,1948-01-01,1949-08-01,32.88333,"IMPERIAL DAM, CA US",0.9996,COOP:024299,METERS,-114.46667

1800.1,1955-03-01,1965-11-01,35.41667,"BITA HOCHEE TRADING, AZ US",0.4184,COOP:024317,METERS,-110.08333

771.1,1935-06-01,1966-07-01,36.1066,"PHANTOM RANCH, AZ US",0.9786,COOP:024335,METERS,-112.0947

677,1931-01-01,1952-04-01,33.61667,"INTAKE, AZ US",0.9961,COOP:024345,METERS,-110.93333

1156.7,1934-04-01,2005-03-01,34.4025,"IRVING, AZ US",0.9929,COOP:024391,METERS,-111.61806

2385.7,1948-01-01,1987-10-01,36.73333,"JACOB LAKE, AZ US",0.5816,COOP:024418,METERS,-112.21667

2044,1931-12-01,1955-10-01,35.76667,"JEDDITO, AZ US",0.9895,COOP:024438,METERS,-110.13333

1508.8,1931-01-01,2015-11-01,34.7522,"JEROME, AZ US",0.9814,COOP:024453,METERS,-112.1114

1560,1935-03-01,1982-06-01,34.9599,"OAK CREEK CANYON, AZ US",0.9718,COOP:024508,METERS,-111.7553

1830,1938-02-01,1961-01-01,36.6,"KAIBITO, AZ US",0.9094,COOP:024528,METERS,-111.08333

1429.5,2009-11-01,2015-11-01,31.8352,"KARTCHNER CAVERNS, AZ US",1,COOP:024534,METERS,-110.3552

204.2,1977-08-01,1978-02-01,35.23333,"KATHERINE RANGER STATION, AZ US",1,COOP:024558,METERS,-114.56667

1738.9,1931-01-01,1978-06-01,36.73333,"KAYENTA, AZ US",0.8527,COOP:024578,METERS,-110.28333

1989.1,1972-10-01,1975-07-01,36.45,"KAYENTA 21 SSW, AZ US",0.942,COOP:024580,METERS,-110.4

1891.3,1948-01-01,2015-11-01,35.8109,"KEAMS CANYON, AZ US",0.8319,COOP:024586,METERS,-110.1932

557.8,1984-06-01,2014-12-01,33.0483,"KEARNY, AZ US",0.9509,COOP:024590,METERS,-110.9125

563.9,1938-12-01,1983-11-01,33.1,"KELVIN, AZ US",0.9778,COOP:024594,METERS,-110.96667

1024.1,1931-01-01,1967-09-01,35.183333,"KINGMAN, AZ US",0.8885,COOP:024639,METERS,-114.05

1042.4,2002-04-01,2015-11-01,35.2577,"KINGMAN AIRPORT, AZ US",0.9999,COOP:024640,METERS,-113.933

1078.7,1967-08-01,1993-11-01,35.2,"KINGMAN NUMBER 2, AZ US",0.9968,COOP:024645,METERS,-114.01667

2069.6,1960-09-01,2015-11-01,31.96018,"KITT PEAK, AZ US",0.9835,COOP:024675,METERS,-111.59787

1951.9,1950-09-01,1959-01-01,35.5,"KLAGETOH, AZ US",0.9997,COOP:024683,METERS,-109.53333

1981.2,1959-11-01,1993-04-01,35.55,"KLAGETOH 12 WNW, AZ US",0.9926,COOP:024686,METERS,-109.7

1100.9,1953-09-01,1978-06-01,32.8,"KLONDYKE 3 SE, AZ US",0.9196,COOP:024698,METERS,-110.3

541,1952-05-01,2015-11-01,33.2742,"KOFA MINE, AZ US",0.9423,COOP:024702,METERS,-113.9653

146.9,1967-09-01,1991-02-01,34.45,"LAKE HAVASU, AZ US",0.986,COOP:024759,METERS,-114.36667

136.9,1991-03-01,2015-11-01,34.5031,"LAKE HAVASU CITY, AZ US",0.9696,COOP:024761,METERS,-114.3604

468.2,1959-01-01,1978-02-01,33.8383,"LAKE PLEASANT, AZ US",0.9741,COOP:024770,METERS,-112.2661

2044,1931-01-01,1975-06-01,34.16667,"LAKESIDE R S, AZ US",0.6499,COOP:024779,METERS,-109.98333

345.9,1948-03-01,2015-11-01,33.3371,"LAVEEN 3 SSE, AZ US",0.9988,COOP:024829,METERS,-112.147

978.4,1928-01-01,2011-12-01,36.8644,"LEES FERRY, AZ US",0.88,COOP:024849,METERS,-111.6022

1271,1931-01-01,1960-01-01,31.6016,"MC NEAL, AZ US",0.9942,COOP:024864,METERS,-109.6686

1434.1,1934-06-01,1981-06-01,35.28333,"LEUPP, AZ US",0.9416,COOP:024872,METERS,-110.96667

317,1931-01-01,2015-11-01,33.4991,"LITCHFIELD PARK, AZ US",0.9372,COOP:024977,METERS,-112.363

588.6,1951-11-01,1995-05-01,36.9139,"BEAVER DAM, AZ US",0.1549,COOP:024995,METERS,-113.9423

1220.1,1948-01-01,1951-04-01,36.53333,"LITTLEFIELD 25 SSW, AZ US",0.9498,COOP:024999,METERS,-114.03333

1524.9,1952-05-01,1958-12-01,35.2,"LOOKOUT RANCH, AZ US",0.9371,COOP:025064,METERS,-113.38333

1987.3,1951-09-01,2010-07-01,36.4191,"LUKACHUKAI, AZ US",0.8812,COOP:025129,METERS,-109.2269

1894,1958-11-01,1960-12-01,35.35,"LUPTON, AZ US",0.9992,COOP:025156,METERS,-109.05

1620,1951-09-01,1975-07-01,36.36667,"MANY FARMS SCHOOL, AZ US",0.9896,COOP:025204,METERS,-109.61667

353.6,1960-02-01,2015-11-01,33.1139,"MARICOPA 4 N, AZ US",0.9986,COOP:025270,METERS,-112.0303

427,1931-01-01,1958-12-01,32.91667,"MARICOPA 9 SSW, AZ US",0.8423,COOP:025274,METERS,-112.1

351.1,1931-01-01,1964-09-01,33.63333,"MARINETTE, AZ US",0.8,COOP:025282,METERS,-112.3

2379,1948-05-01,1967-07-01,33.75,"MAVERICK, AZ US",0.9957,COOP:025312,METERS,-109.55

1371.6,1969-03-01,1986-12-01,34.4,"MAYER, AZ US",0.0151,COOP:025325,METERS,-112.25

1252.1,1986-11-01,2014-01-01,34.3709,"MAYER NUMBER 2, AZ US",0.0116,COOP:025344,METERS,-112.1827

2237.2,1933-09-01,2015-11-01,34.1141,"MC NARY 2 N, AZ US",0.9798,COOP:025412,METERS,-109.8588

1271,1960-04-01,2015-10-01,31.6016,"MC NEAL, AZ US",0.9685,COOP:025418,METERS,-109.6686

895.5,1996-10-01,2014-12-01,36.0184,"MEADVIEW 1 W, AZ US",0.9087,COOP:025426,METERS,-114.0681

376.4,1931-01-01,2015-11-01,33.4114,"MESA, AZ US",0.9981,COOP:025467,METERS,-111.8183

1687.1,1962-05-01,2015-11-01,35.0364,"METEOR CRATER, AZ US",0.1664,COOP:025494,METERS,-111.0231

1085.1,1931-01-01,2015-11-01,33.4044,"MIAMI, AZ US",0.9853,COOP:025512,METERS,-110.87

1716.9,1950-04-01,1950-09-01,34.4,"MILLERS RIM TRAIL RH, AZ US",0.8316,COOP:025560,METERS,-111.23333

164.9,1931-01-01,1951-05-01,32.73333,"MOHAWK, AZ US",0.9593,COOP:025627,METERS,-113.76667

225.9,1959-02-01,1963-07-01,33.1,"MONTEZUMA, AZ US",0.6859,COOP:025633,METERS,-113.38333

969.3,1938-10-01,2015-11-01,34.6105,"MONTEZUMA CASTLE NM, AZ US",0.9968,COOP:025635,METERS,-111.838

1676.7,1980-10-01,2012-12-01,36.9854,"MONUMENT VALLEY, AZ US",0.8759,COOP:025665,METERS,-110.1201

519.7,1931-01-01,2015-11-01,33.5544,"MORMON FLAT, AZ US",0.9451,COOP:025700,METERS,-111.4425

2190,1948-05-01,1968-08-01,34.91667,"MORMON LAKE R S, AZ US",0.5123,COOP:025708,METERS,-111.45

1147,1956-05-01,1967-07-01,31.93333,"MOUNT FAGAN RANCH, AZ US",0.6445,COOP:025729,METERS,-110.76667

2403.7,1958-09-01,2010-01-01,32.4487,"MOUNT LEMMON FIRE DEPARTMENT, AZ US",0.1718,COOP:025732,METERS,-110.75454

2345.1,1950-05-01,1956-12-01,32.41667,"MOUNT LEMMON, AZ US",0.8743,COOP:025733,METERS,-110.71667

2788,1957-08-01,1958-08-01,32.45,"MOUNT LEMMON SUMMIT, AZ US",0.9223,COOP:025734,METERS,-110.78333

1708.1,1925-03-01,1978-01-01,36.41667,"MOUNT TRUMBULL, AZ US",0.9762,COOP:025744,METERS,-113.35

420.9,1969-12-01,1972-12-01,33.56667,"PARADISE VALLEY NUMBER 2, AZ US",0.9993,COOP:025765,METERS,-111.96667

1972.1,1986-06-01,2012-12-01,34.9364,"MUND S PARK, AZ US",0.9967,COOP:025780,METERS,-111.6392

1404.5,1931-01-01,2015-11-01,34.322,"NATURAL BRIDGE, AZ US",0.5928,COOP:025825,METERS,-111.4532

1702,1961-04-01,1976-06-01,35.13333,"NAVAJO, AZ US",0.929,COOP:025837,METERS,-109.53333

929.6,1941-04-01,1991-12-01,32.11667,"N LAZY H RANCH, AZ US",1,COOP:025908,METERS,-110.68333

1161.9,1945-10-01,1984-01-01,31.35,"NOGALES, AZ US",1,COOP:025921,METERS,-110.91667

1054.9,1952-10-01,2015-11-01,31.4554,"NOGALES 6 N, AZ US",0.9816,COOP:025924,METERS,-110.968

1560,1982-07-01,2015-11-01,34.9599,"OAK CREEK CANYON, AZ US",0.9875,COOP:026037,METERS,-111.7553

1403,1931-01-01,1949-09-25,32.6,"ORACLE, AZ US",0.9819,COOP:026116,METERS,-110.78333

1400.6,2010-02-01,2015-11-01,32.61,"ORACLE STATE PARK, AZ US",1,COOP:026117,METERS,-110.7317

1374.6,1950-02-01,2009-11-01,32.6025,"ORACLE 2 SE, AZ US",0.9845,COOP:026119,METERS,-110.73444

1809,1938-05-01,1965-08-01,35.86667,"ORAIBI, AZ US",0.5731,COOP:026124,METERS,-110.61667

511.5,1944-01-01,2015-11-01,31.9555,"ORGAN PIPE CACTUS NM, AZ US",0.9931,COOP:026132,METERS,-112.8002

1301.5,1957-10-01,2011-12-01,36.9208,"PAGE, AZ US",0.9769,COOP:026180,METERS,-111.4483

1642.9,1937-09-01,1965-02-01,31.8834,"PORTAL 4 SW, AZ US",0.7486,COOP:026186,METERS,-109.2056

1755.6,1973-07-01,2015-11-01,35.068,"PAINTED DESERT NATIONAL PARK, AZ US",0.9705,COOP:026190,METERS,-109.7688

173.1,1960-12-01,2015-11-01,33.0772,"PAINTED ROCK DAM, AZ US",0.2455,COOP:026194,METERS,-113.0316

2425,1965-01-01,1981-09-01,32.41667,"PALISADE RANGER STATION, AZ US",1,COOP:026202,METERS,-110.71667

555,1959-03-01,1960-05-01,31.78333,"PAPAGO FARMS, AZ US",0.9304,COOP:026233,METERS,-112.28333

1664.2,1931-01-01,2015-11-01,31.9352,"PARADISE, AZ US",0.1698,COOP:026242,METERS,-109.2187

420.9,1955-06-01,1970-01-01,33.56667,"PARADISE VALLEY NUMBER 2, AZ US",0.9996,COOP:026244,METERS,-111.96667

420.9,1973-02-01,1976-09-01,33.56667,"PARADISE VALLEY NUMBER 2, AZ US",1,COOP:026246,METERS,-111.96667

128,1931-01-01,2015-11-01,34.1547,"PARKER, AZ US",0.9755,COOP:026250,METERS,-114.2908

1521.9,1972-03-01,1976-01-01,33.78333,"PARKER CREEK MNTC YD, AZ US",0.0216,COOP:026260,METERS,-110.96667

1241.5,1931-01-01,1977-12-01,31.54289,"PATAGONIA NUMBER 2, AZ US",1,COOP:026280,METERS,-110.75352

1241.5,1978-01-01,2015-08-01,31.54289,"PATAGONIA NUMBER 2, AZ US",0.9779,COOP:026282,METERS,-110.75352

1677.9,1952-11-01,1976-09-01,34.4,"PAYSON 12 NNE, AZ US",0.9966,COOP:026315,METERS,-111.26667

1478.9,1931-01-01,1974-02-01,34.23333,"PAYSON R S, AZ US",0.9982,COOP:026320,METERS,-111.33333

1523.7,1974-03-01,2011-12-01,34.4002,"PAYSON R S 2, AZ US",0.1476,COOP:026321,METERS,-111.5105

1478.3,1948-08-01,2015-11-01,34.2326,"PAYSON, AZ US",0.979,COOP:026323,METERS,-111.3446

1472.8,1940-04-01,2005-08-01,35.5405,"PEACH SPRINGS, AZ US",0.9006,COOP:026328,METERS,-113.4236

1325.9,1950-03-01,2015-11-01,31.9355,"PEARCE SUNSITES, AZ US",0.8669,COOP:026353,METERS,-109.8377

1501.1,1949-01-01,1950-02-01,31.88333,"PEARCE 5 W, AZ US",0.7897,COOP:026358,METERS,-109.9

1177.1,1962-05-01,1972-08-01,34.9,"PERKINSVILLE, AZ US",0.9835,COOP:026424,METERS,-112.2

1708.1,1952-04-01,1969-12-01,35.36667,"PERNER RANCH, AZ US",0.0131,COOP:026434,METERS,-113.28333

1659.9,1931-01-01,2015-11-01,34.7994,"PETRIFIED FOREST NATIONAL PARK, AZ US",0.9971,COOP:026468,METERS,-109.885

771.1,1966-08-01,2015-11-01,36.1066,"PHANTOM RANCH, AZ US",0.9257,COOP:026471,METERS,-112.0947

342,1931-01-01,1975-04-01,33.5,"PHOENIX INDIAN SCHOOL, AZ US",0.9136,COOP:026476,METERS,-112.06667

806.5,1975-01-01,1983-04-01,33.33333,"PHOENIX S MOUNTAIN, AZ US",0.9901,COOP:026479,METERS,-112.05

337.4,1948-01-01,2015-11-01,33.4277,"PHOENIX AIRPORT, AZ US",1,COOP:026481,METERS,-112.0038

334.7,1948-07-01,1998-10-01,33.44889,"PHOENIX CITY, AZ US",0.8972,COOP:026486,METERS,-112.0825

460.9,1956-01-01,1983-08-01,32.86667,"PICACHO RESERVOIR, AZ US",1,COOP:026506,METERS,-111.46667

603.8,1987-12-01,2015-11-01,32.6463,"PICACHO 8 SE, AZ US",0.9732,COOP:026513,METERS,-111.4017

417.9,1948-10-01,1952-06-01,36.11667,"PIERCE FERRY, AZ US",1,COOP:026536,METERS,-114

1175.9,1963-06-01,1984-07-01,35.88333,"PIERCE FERRY 17 SSW, AZ US",0.992,COOP:026538,METERS,-114.08333

